kernel,mesh_width,mesh_height,nb_iterations,nb_repeat,rep,timing,check_status
stencil_avx2,20,100,100,10,3,5.099800e-04,0
stencil_avx2,20,100,100,10,4,5.050180e-04,0
stencil_avx2,20,100,100,10,5,5.042080e-04,0
stencil_avx2,20,100,100,10,6,5.049940e-04,0
stencil_avx2,20,100,100,10,7,5.048250e-04,0
stencil_avx2,20,100,100,10,8,5.047480e-04,0
stencil_avx2,20,100,100,10,9,5.046790e-04,0
stencil_avx2,20,1000,100,10,0,5.844143e-03,0
stencil_avx2,20,1000,100,10,1,5.427526e-03,0
stencil_avx2,20,1000,100,10,2,5.112192e-03,0
stencil_avx2,20,1000,100,10,3,4.811522e-03,0
stencil_avx2,20,1000,100,10,4,4.560780e-03,0
stencil_avx2,20,1000,100,10,5,4.332576e-03,0
stencil_avx2,20,1000,100,10,6,4.179243e-03,0
stencil_avx2,20,1000,100,10,7,4.076799e-03,0
stencil_avx2,20,1000,100,10,8,3.925310e-03,0
stencil_avx2,20,1000,100,10,9,3.751985e-03,0
stencil_avx2,20,2000,100,10,0,9.916637e-03,0
stencil_avx2,20,2000,100,10,1,9.352104e-03,0
stencil_avx2,20,2000,100,10,2,9.320754e-03,0
stencil_avx2,20,2000,100,10,3,9.310125e-03,0
stencil_avx2,20,2000,100,10,4,9.326597e-03,0
stencil_avx2,20,2000,100,10,5,9.323264e-03,0
stencil_avx2,20,2000,100,10,6,9.322694e-03,0
stencil_avx2,20,2000,100,10,7,9.319009e-03,0
stencil_avx2,20,2000,100,10,8,9.350721e-03,0
stencil_avx2,20,2000,100,10,9,9.330665e-03,0
stencil_avx2,25,5,100,10,0,2.952700e-05,0
stencil_avx2,25,5,100,10,1,1.536600e-05,0
stencil_avx2,25,5,100,10,2,1.542000e-05,0
stencil_avx2,25,5,100,10,3,1.543400e-05,0
stencil_avx2,25,5,100,10,4,1.542500e-05,0
stencil_avx2,25,5,100,10,5,1.533800e-05,0
stencil_avx2,25,5,100,10,6,2.295500e-05,0
stencil_avx2,25,5,100,10,7,1.541600e-05,0
stencil_avx2,25,5,100,10,8,1.533800e-05,0
stencil_avx2,25,5,100,10,9,1.532800e-05,0
stencil_avx2,25,10,100,10,0,4.984300e-05,0
stencil_avx2,25,10,100,10,1,3.531100e-05,0
stencil_avx2,25,10,100,10,2,3.537400e-05,0
stencil_avx2,25,10,100,10,3,3.540800e-05,0
stencil_avx2,25,10,100,10,4,4.413400e-05,0
stencil_avx2,25,10,100,10,5,3.533400e-05,0
stencil_avx2,25,10,100,10,6,3.526900e-05,0
stencil_avx2,25,10,100,10,7,3.680400e-05,0
stencil_avx2,25,10,100,10,8,3.687200e-05,0
stencil_avx2,25,10,100,10,9,3.675900e-05,0
stencil_avx2,25,15,100,10,0,6.227700e-05,0
stencil_avx2,25,15,100,10,1,4.631700e-05,0
stencil_avx2,25,15,100,10,2,4.624800e-05,0
stencil_avx2,25,15,100,10,3,5.334200e-05,0
stencil_avx2,25,15,100,10,4,4.631000e-05,0
stencil_avx2,25,15,100,10,5,4.628000e-05,0
stencil_avx2,25,15,100,10,6,4.630200e-05,0
stencil_avx2,25,15,100,10,7,4.631400e-05,0
stencil_avx2,25,15,100,10,8,4.633000e-05,0
stencil_avx2,25,15,100,10,9,4.622900e-05,0
stencil_avx2,25,20,100,10,0,1.009120e-04,0
stencil_avx2,25,20,100,10,1,8.184400e-05,0
stencil_avx2,25,20,100,10,2,8.361300e-05,0
stencil_avx2,25,20,100,10,3,8.306900e-05,0
stencil_avx2,25,20,100,10,4,8.286800e-05,0
stencil_avx2,25,20,100,10,5,8.462700e-05,0
stencil_avx2,25,20,100,10,6,9.270400e-05,0
stencil_avx2,25,20,100,10,7,8.270600e-05,0
stencil_avx2,25,20,100,10,8,8.202800e-05,0
stencil_avx2,25,20,100,10,9,8.326500e-05,0
stencil_avx2,25,25,100,10,0,9.210300e-05,0
stencil_avx2,25,25,100,10,1,7.703600e-05,0
stencil_avx2,25,25,100,10,2,9.019100e-05,0
stencil_avx2,25,25,100,10,3,7.695900e-05,0
stencil_avx2,25,25,100,10,4,7.691700e-05,0
stencil_avx2,25,25,100,10,5,7.680500e-05,0
stencil_avx2,25,25,100,10,6,7.688700e-05,0
stencil_avx2,25,25,100,10,7,7.681400e-05,0
stencil_avx2,25,25,100,10,8,8.051000e-05,0
stencil_avx2,25,25,100,10,9,7.671700e-05,0
stencil_avx2,25,30,100,10,0,1.175090e-04,0
stencil_avx2,25,30,100,10,1,1.012380e-04,0
stencil_avx2,25,30,100,10,2,1.012100e-04,0
stencil_avx2,25,30,100,10,3,1.080220e-04,0
stencil_avx2,25,30,100,10,4,1.011690e-04,0
stencil_avx2,25,30,100,10,5,1.012440e-04,0
stencil_avx2,25,30,100,10,6,1.012070e-04,0
stencil_avx2,25,30,100,10,7,1.012280e-04,0
stencil_avx2,25,30,100,10,8,1.011100e-04,0
stencil_avx2,25,30,100,10,9,1.012800e-04,0
stencil_avx2,25,35,100,10,0,1.243180e-04,0
stencil_avx2,25,35,100,10,1,1.077160e-04,0
stencil_avx2,25,35,100,10,2,1.076200e-04,0
stencil_avx2,25,35,100,10,3,1.076650e-04,0
stencil_avx2,25,35,100,10,4,1.079300e-04,0
stencil_avx2,25,35,100,10,5,1.074190e-04,0
stencil_avx2,25,35,100,10,6,1.079250e-04,0
stencil_avx2,25,35,100,10,7,1.081180e-04,0
stencil_avx2,25,35,100,10,8,1.078210e-04,0
stencil_avx2,25,35,100,10,9,1.074570e-04,0
stencil_avx2,25,40,100,10,0,1.499130e-04,0
stencil_avx2,25,40,100,10,1,1.252230e-04,0
stencil_avx2,25,40,100,10,2,1.252440e-04,0
stencil_avx2,25,40,100,10,3,1.251830e-04,0
stencil_avx2,25,40,100,10,4,1.251560e-04,0
stencil_avx2,25,40,100,10,5,1.252440e-04,0
stencil_avx2,25,40,100,10,6,1.251930e-04,0
stencil_avx2,25,40,100,10,7,1.287200e-04,0
stencil_avx2,25,40,100,10,8,1.251390e-04,0
stencil_avx2,25,40,100,10,9,1.251180e-04,0
stencil_avx2,25,45,100,10,0,1.773390e-04,0
stencil_avx2,25,45,100,10,1,1.494280e-04,0
stencil_avx2,25,45,100,10,2,1.491770e-04,0
stencil_avx2,25,45,100,10,3,1.490400e-04,0
stencil_avx2,25,45,100,10,4,1.491740e-04,0
stencil_avx2,25,45,100,10,5,1.491950e-04,0
stencil_avx2,25,45,100,10,6,1.491230e-04,0
stencil_avx2,25,45,100,10,7,1.494040e-04,0
stencil_avx2,25,45,100,10,8,1.489770e-04,0
stencil_avx2,25,45,100,10,9,1.492480e-04,0
stencil_avx2,25,50,100,10,0,1.916040e-04,0
stencil_avx2,25,50,100,10,1,1.857050e-04,0
stencil_avx2,25,50,100,10,2,1.689430e-04,0
stencil_avx2,25,50,100,10,3,1.726950e-04,0
stencil_avx2,25,50,100,10,4,1.685030e-04,0
stencil_avx2,25,50,100,10,5,1.684940e-04,0
stencil_avx2,25,50,100,10,6,1.714000e-04,0
stencil_avx2,25,50,100,10,7,1.685280e-04,0
stencil_avx2,25,50,100,10,8,1.688660e-04,0
stencil_avx2,25,50,100,10,9,1.690160e-04,0
stencil_avx2,25,100,100,10,0,3.434340e-04,0
stencil_avx2,25,100,100,10,1,3.367430e-04,0
stencil_avx2,25,100,100,10,2,3.273730e-04,0
stencil_avx2,25,100,100,10,3,3.273470e-04,0
stencil_avx2,25,100,100,10,4,3.298930e-04,0
stencil_avx2,25,100,100,10,5,3.270890e-04,0
stencil_avx2,25,100,100,10,6,3.273480e-04,0
stencil_avx2,25,100,100,10,7,3.305350e-04,0
stencil_avx2,25,100,100,10,8,3.269150e-04,0
stencil_avx2,25,100,100,10,9,3.275440e-04,0
stencil_avx2,25,1000,100,10,0,6.049014e-03,0
stencil_avx2,25,1000,100,10,1,5.606025e-03,0
stencil_avx2,25,1000,100,10,2,5.285615e-03,0
stencil_avx2,25,1000,100,10,3,5.004388e-03,0
stencil_avx2,25,1000,100,10,4,4.732705e-03,0
stencil_avx2,25,1000,100,10,5,4.490103e-03,0
stencil_avx2,25,1000,100,10,6,4.271915e-03,0
stencil_avx2,25,1000,100,10,7,4.082097e-03,0
stencil_avx2,25,1000,100,10,8,3.919603e-03,0
stencil_avx2,25,1000,100,10,9,3.850069e-03,0
stencil_avx2,25,2000,100,10,0,1.999239e-02,0
stencil_avx2,25,2000,100,10,1,1.585352e-02,0
stencil_avx2,25,2000,100,10,2,1.350204e-02,0
stencil_avx2,25,2000,100,10,3,1.192711e-02,0
stencil_avx2,25,2000,100,10,4,1.083036e-02,0
stencil_avx2,25,2000,100,10,5,1.022763e-02,0
stencil_avx2,25,2000,100,10,6,1.020503e-02,0
stencil_avx2,25,2000,100,10,7,1.021292e-02,0
stencil_avx2,25,2000,100,10,8,1.021105e-02,0
stencil_avx2,25,2000,100,10,9,1.021454e-02,0
stencil_avx2,30,5,100,10,0,5.006400e-05,0
stencil_avx2,30,5,100,10,1,3.587900e-05,0
stencil_avx2,30,5,100,10,2,3.583600e-05,0
stencil_avx2,30,5,100,10,3,3.582200e-05,0
stencil_avx2,30,5,100,10,4,3.584700e-05,0
stencil_avx2,30,5,100,10,5,4.433300e-05,0
stencil_avx2,30,5,100,10,6,3.590800e-05,0
stencil_avx2,30,5,100,10,7,3.580700e-05,0
stencil_avx2,30,5,100,10,8,3.582100e-05,0
stencil_avx2,30,5,100,10,9,3.585300e-05,0
stencil_avx2,30,10,100,10,0,1.087940e-04,0
stencil_avx2,30,10,100,10,1,9.134900e-05,0
stencil_avx2,30,10,100,10,2,9.117300e-05,0
stencil_avx2,30,10,100,10,3,1.132010e-04,0
stencil_avx2,30,10,100,10,4,9.160700e-05,0
stencil_avx2,30,10,100,10,5,9.123800e-05,0
stencil_avx2,30,10,100,10,6,9.122400e-05,0
stencil_avx2,30,10,100,10,7,9.169800e-05,0
stencil_avx2,30,10,100,10,8,9.605900e-05,0
stencil_avx2,30,10,100,10,9,9.182900e-05,0
stencil_avx2,30,15,100,10,0,1.479120e-04,0
stencil_avx2,30,15,100,10,1,1.377840e-04,0
stencil_avx2,30,15,100,10,2,1.374490e-04,0
stencil_avx2,30,15,100,10,3,1.372150e-04,0
stencil_avx2,30,15,100,10,4,1.376010e-04,0
stencil_avx2,30,15,100,10,5,1.494720e-04,0
stencil_avx2,30,15,100,10,6,1.376130e-04,0
stencil_avx2,30,15,100,10,7,1.379050e-04,0
stencil_avx2,30,15,100,10,8,1.374780e-04,0
stencil_avx2,30,15,100,10,9,1.375290e-04,0
stencil_avx2,30,20,100,10,0,9.624300e-05,0
stencil_avx2,30,20,100,10,1,8.231100e-05,0
stencil_avx2,30,20,100,10,2,8.240900e-05,0
stencil_avx2,30,20,100,10,3,8.217500e-05,0
stencil_avx2,30,20,100,10,4,8.222500e-05,0
stencil_avx2,30,20,100,10,5,8.223600e-05,0
stencil_avx2,30,20,100,10,6,8.234400e-05,0
stencil_avx2,30,20,100,10,7,8.529400e-05,0
stencil_avx2,30,20,100,10,8,8.225200e-05,0
stencil_avx2,30,20,100,10,9,8.224100e-05,0
stencil_avx2,30,25,100,10,0,1.245710e-04,0
stencil_avx2,30,25,100,10,1,1.080650e-04,0
stencil_avx2,30,25,100,10,2,1.083210e-04,0
stencil_avx2,30,25,100,10,3,1.144980e-04,0
stencil_avx2,30,25,100,10,4,1.083530e-04,0
stencil_avx2,30,25,100,10,5,1.084890e-04,0
stencil_avx2,30,25,100,10,6,1.085630e-04,0
stencil_avx2,30,25,100,10,7,1.081820e-04,0
stencil_avx2,30,25,100,10,8,1.082120e-04,0
stencil_avx2,30,25,100,10,9,1.080660e-04,0
stencil_avx2,30,30,100,10,0,1.381520e-04,0
stencil_avx2,30,30,100,10,1,1.232840e-04,0
stencil_avx2,30,30,100,10,2,1.334250e-04,0
stencil_avx2,30,30,100,10,3,1.231190e-04,0
stencil_avx2,30,30,100,10,4,1.228330e-04,0
stencil_avx2,30,30,100,10,5,1.229060e-04,0
stencil_avx2,30,30,100,10,6,1.231060e-04,0
stencil_avx2,30,30,100,10,7,1.231010e-04,0
stencil_avx2,30,30,100,10,8,1.230090e-04,0
stencil_avx2,30,30,100,10,9,1.229850e-04,0
stencil_avx2,30,35,100,10,0,1.826900e-04,0
stencil_avx2,30,35,100,10,1,1.553660e-04,0
stencil_avx2,30,35,100,10,2,1.553730e-04,0
stencil_avx2,30,35,100,10,3,1.605510e-04,0
stencil_avx2,30,35,100,10,4,1.555350e-04,0
stencil_avx2,30,35,100,10,5,1.555010e-04,0
stencil_avx2,30,35,100,10,6,1.640840e-04,0
stencil_avx2,30,35,100,10,7,1.553000e-04,0
stencil_avx2,30,35,100,10,8,1.553400e-04,0
stencil_avx2,30,35,100,10,9,1.609970e-04,0
stencil_avx2,30,40,100,10,0,1.839470e-04,0
stencil_avx2,30,40,100,10,1,1.680390e-04,0
stencil_avx2,30,40,100,10,2,1.679820e-04,0
stencil_avx2,30,40,100,10,3,1.679250e-04,0
stencil_avx2,30,40,100,10,4,1.679140e-04,0
stencil_avx2,30,40,100,10,5,1.724740e-04,0
stencil_avx2,30,40,100,10,6,1.673800e-04,0
stencil_avx2,30,40,100,10,7,1.676460e-04,0
stencil_avx2,30,40,100,10,8,1.743530e-04,0
stencil_avx2,30,40,100,10,9,1.677980e-04,0
stencil_avx2,30,45,100,10,0,2.034130e-04,0
stencil_avx2,30,45,100,10,1,1.895600e-04,0
stencil_avx2,30,45,100,10,2,1.884560e-04,0
stencil_avx2,30,45,100,10,3,1.885310e-04,0
stencil_avx2,30,45,100,10,4,1.934590e-04,0
stencil_avx2,30,45,100,10,5,1.885030e-04,0
stencil_avx2,30,45,100,10,6,1.885380e-04,0
stencil_avx2,30,45,100,10,7,1.889760e-04,0
stencil_avx2,30,45,100,10,8,1.885930e-04,0
stencil_avx2,30,45,100,10,9,1.884990e-04,0
stencil_avx2,30,50,100,10,0,2.301310e-04,0
stencil_avx2,30,50,100,10,1,2.039160e-04,0
stencil_avx2,30,50,100,10,2,2.084560e-04,0
stencil_avx2,30,50,100,10,3,2.036380e-04,0
stencil_avx2,30,50,100,10,4,2.034770e-04,0
stencil_avx2,30,50,100,10,5,2.039040e-04,0
stencil_avx2,30,50,100,10,6,2.037970e-04,0
stencil_avx2,30,50,100,10,7,2.092540e-04,0
stencil_avx2,30,50,100,10,8,2.036380e-04,0
stencil_avx2,30,50,100,10,9,2.034830e-04,0
stencil_avx2,30,100,100,10,0,4.285190e-04,0
stencil_avx2,30,100,100,10,1,3.988010e-04,0
stencil_avx2,30,100,100,10,2,3.989730e-04,0
stencil_avx2,30,100,100,10,3,3.940270e-04,0
stencil_avx2,30,100,100,10,4,3.931640e-04,0
stencil_avx2,30,100,100,10,5,3.933420e-04,0
stencil_avx2,30,100,100,10,6,4.000070e-04,0
stencil_avx2,30,100,100,10,7,3.989680e-04,0
stencil_avx2,30,100,100,10,8,3.929670e-04,0
stencil_avx2,30,100,100,10,9,3.929320e-04,0
stencil_avx2,30,1000,100,10,0,4.577612e-03,0
stencil_avx2,30,1000,100,10,1,4.505293e-03,0
stencil_avx2,30,1000,100,10,2,4.492765e-03,0
stencil_avx2,30,1000,100,10,3,4.483571e-03,0
stencil_avx2,30,1000,100,10,4,4.478825e-03,0
stencil_avx2,30,1000,100,10,5,4.472408e-03,0
stencil_avx2,30,1000,100,10,6,4.470213e-03,0
stencil_avx2,30,1000,100,10,7,4.473544e-03,0
stencil_avx2,30,1000,100,10,8,4.474182e-03,0
stencil_avx2,30,1000,100,10,9,4.470112e-03,0
stencil_avx2,30,2000,100,10,0,2.424319e-02,0
stencil_avx2,30,2000,100,10,1,1.859312e-02,0
stencil_avx2,30,2000,100,10,2,1.555110e-02,0
stencil_avx2,30,2000,100,10,3,1.363995e-02,0
stencil_avx2,30,2000,100,10,4,1.271364e-02,0
stencil_avx2,30,2000,100,10,5,1.269589e-02,0
stencil_avx2,30,2000,100,10,6,1.268011e-02,0
stencil_avx2,30,2000,100,10,7,1.268767e-02,0
stencil_avx2,30,2000,100,10,8,1.268675e-02,0
stencil_avx2,30,2000,100,10,9,1.268614e-02,0
stencil_avx2,35,5,100,10,0,5.277300e-05,0
stencil_avx2,35,5,100,10,1,3.845800e-05,0
stencil_avx2,35,5,100,10,2,4.960500e-05,0
stencil_avx2,35,5,100,10,3,4.169300e-05,0
stencil_avx2,35,5,100,10,4,4.154500e-05,0
stencil_avx2,35,5,100,10,5,4.172600e-05,0
stencil_avx2,35,5,100,10,6,4.158300e-05,0
stencil_avx2,35,5,100,10,7,4.171800e-05,0
stencil_avx2,35,5,100,10,8,4.182100e-05,0
stencil_avx2,35,5,100,10,9,4.180800e-05,0
stencil_avx2,35,10,100,10,0,8.975200e-05,0
stencil_avx2,35,10,100,10,1,6.574700e-05,0
stencil_avx2,35,10,100,10,2,6.574900e-05,0
stencil_avx2,35,10,100,10,3,6.567400e-05,0
stencil_avx2,35,10,100,10,4,6.600300e-05,0
stencil_avx2,35,10,100,10,5,6.569000e-05,0
stencil_avx2,35,10,100,10,6,6.563100e-05,0
stencil_avx2,35,10,100,10,7,6.872300e-05,0
stencil_avx2,35,10,100,10,8,6.568000e-05,0
stencil_avx2,35,10,100,10,9,6.580800e-05,0
stencil_avx2,35,15,100,10,0,1.086190e-04,0
stencil_avx2,35,15,100,10,1,9.265500e-05,0
stencil_avx2,35,15,100,10,2,9.291400e-05,0
stencil_avx2,35,15,100,10,3,9.292600e-05,0
stencil_avx2,35,15,100,10,4,9.783600e-05,0
stencil_avx2,35,15,100,10,5,9.294300e-05,0
stencil_avx2,35,15,100,10,6,9.258400e-05,0
stencil_avx2,35,15,100,10,7,9.262700e-05,0
stencil_avx2,35,15,100,10,8,9.277800e-05,0
stencil_avx2,35,15,100,10,9,9.284800e-05,0
stencil_avx2,35,20,100,10,0,1.410880e-04,0
stencil_avx2,35,20,100,10,1,1.183090e-04,0
stencil_avx2,35,20,100,10,2,1.180870e-04,0
stencil_avx2,35,20,100,10,3,1.181860e-04,0
stencil_avx2,35,20,100,10,4,1.218390e-04,0
stencil_avx2,35,20,100,10,5,1.180190e-04,0
stencil_avx2,35,20,100,10,6,1.177450e-04,0
stencil_avx2,35,20,100,10,7,1.181290e-04,0
stencil_avx2,35,20,100,10,8,1.208380e-04,0
stencil_avx2,35,20,100,10,9,1.179550e-04,0
stencil_avx2,35,25,100,10,0,1.607430e-04,0
stencil_avx2,35,25,100,10,1,1.448660e-04,0
stencil_avx2,35,25,100,10,2,1.446060e-04,0
stencil_avx2,35,25,100,10,3,1.447940e-04,0
stencil_avx2,35,25,100,10,4,1.443030e-04,0
stencil_avx2,35,25,100,10,5,1.444720e-04,0
stencil_avx2,35,25,100,10,6,1.476790e-04,0
stencil_avx2,35,25,100,10,7,1.445790e-04,0
stencil_avx2,35,25,100,10,8,1.445550e-04,0
stencil_avx2,35,25,100,10,9,1.507020e-04,0
stencil_avx2,35,30,100,10,0,2.053260e-04,0
stencil_avx2,35,30,100,10,1,1.889550e-04,0
stencil_avx2,35,30,100,10,2,1.888830e-04,0
stencil_avx2,35,30,100,10,3,1.892840e-04,0
stencil_avx2,35,30,100,10,4,1.889630e-04,0
stencil_avx2,35,30,100,10,5,1.890830e-04,0
stencil_avx2,35,30,100,10,6,1.925040e-04,0
stencil_avx2,35,30,100,10,7,1.887980e-04,0
stencil_avx2,35,30,100,10,8,1.888860e-04,0
stencil_avx2,35,30,100,10,9,1.887100e-04,0
stencil_avx2,35,35,100,10,0,3.165640e-04,0
stencil_avx2,35,35,100,10,1,3.094400e-04,0
stencil_avx2,35,35,100,10,2,3.142800e-04,0
stencil_avx2,35,35,100,10,3,3.095360e-04,0
stencil_avx2,35,35,100,10,4,3.095460e-04,0
stencil_avx2,35,35,100,10,5,3.159650e-04,0
stencil_avx2,35,35,100,10,6,3.094000e-04,0
stencil_avx2,35,35,100,10,7,3.094660e-04,0
stencil_avx2,35,35,100,10,8,3.095820e-04,0
stencil_avx2,35,35,100,10,9,3.092160e-04,0
stencil_avx2,35,40,100,10,0,2.783960e-04,0
stencil_avx2,35,40,100,10,1,2.524470e-04,0
stencil_avx2,35,40,100,10,2,2.561360e-04,0
stencil_avx2,35,40,100,10,3,2.523640e-04,0
stencil_avx2,35,40,100,10,4,2.560690e-04,0
stencil_avx2,35,40,100,10,5,2.524470e-04,0
stencil_avx2,35,40,100,10,6,2.568130e-04,0
stencil_avx2,35,40,100,10,7,2.521150e-04,0
stencil_avx2,35,40,100,10,8,2.566480e-04,0
stencil_avx2,35,40,100,10,9,2.525570e-04,0
stencil_avx2,35,45,100,10,0,2.927560e-04,0
stencil_avx2,35,45,100,10,1,2.744260e-04,0
stencil_avx2,35,45,100,10,2,2.803450e-04,0
stencil_avx2,35,45,100,10,3,2.748260e-04,0
stencil_avx2,35,45,100,10,4,2.791810e-04,0
stencil_avx2,35,45,100,10,5,2.745040e-04,0
stencil_avx2,35,45,100,10,6,2.742180e-04,0
stencil_avx2,35,45,100,10,7,2.744210e-04,0
stencil_avx2,35,45,100,10,8,2.737480e-04,0
stencil_avx2,35,45,100,10,9,2.798530e-04,0
stencil_avx2,35,50,100,10,0,4.139430e-04,0
stencil_avx2,35,50,100,10,1,3.928600e-04,0
stencil_avx2,35,50,100,10,2,3.925980e-04,0
stencil_avx2,35,50,100,10,3,4.001280e-04,0
stencil_avx2,35,50,100,10,4,3.965470e-04,0
stencil_avx2,35,50,100,10,5,3.931380e-04,0
stencil_avx2,35,50,100,10,6,3.928600e-04,0
stencil_avx2,35,50,100,10,7,3.925560e-04,0
stencil_avx2,35,50,100,10,8,3.991530e-04,0
stencil_avx2,35,50,100,10,9,3.996710e-04,0
stencil_avx2,35,100,100,10,0,6.434550e-04,0
stencil_avx2,35,100,100,10,1,6.205740e-04,0
stencil_avx2,35,100,100,10,2,6.264560e-04,0
stencil_avx2,35,100,100,10,3,6.264030e-04,0
stencil_avx2,35,100,100,10,4,6.215370e-04,0
stencil_avx2,35,100,100,10,5,6.203050e-04,0
stencil_avx2,35,100,100,10,6,6.264170e-04,0
stencil_avx2,35,100,100,10,7,6.252710e-04,0
stencil_avx2,35,100,100,10,8,6.257570e-04,0
stencil_avx2,35,100,100,10,9,6.204510e-04,0
stencil_avx2,35,1000,100,10,0,1.068359e-02,0
stencil_avx2,35,1000,100,10,1,9.418025e-03,0
stencil_avx2,35,1000,100,10,2,8.645157e-03,0
stencil_avx2,35,1000,100,10,3,7.954038e-03,0
stencil_avx2,35,1000,100,10,4,7.477353e-03,0
stencil_avx2,35,1000,100,10,5,7.224179e-03,0
stencil_avx2,35,1000,100,10,6,7.210467e-03,0
stencil_avx2,35,1000,100,10,7,7.207489e-03,0
stencil_avx2,35,1000,100,10,8,7.207146e-03,0
stencil_avx2,35,1000,100,10,9,7.204901e-03,0
stencil_avx2,35,2000,100,10,0,1.562728e-02,0
stencil_avx2,35,2000,100,10,1,1.538698e-02,0
stencil_avx2,35,2000,100,10,2,1.537676e-02,0
stencil_avx2,35,2000,100,10,3,1.537898e-02,0
stencil_avx2,35,2000,100,10,4,1.537394e-02,0
stencil_avx2,35,2000,100,10,5,1.537638e-02,0
stencil_avx2,35,2000,100,10,6,1.537632e-02,0
stencil_avx2,35,2000,100,10,7,1.537905e-02,0
stencil_avx2,35,2000,100,10,8,1.537581e-02,0
stencil_avx2,35,2000,100,10,9,1.537677e-02,0
stencil_avx2,40,5,100,10,0,4.991700e-05,0
stencil_avx2,40,5,100,10,1,4.332700e-05,0
stencil_avx2,40,5,100,10,2,4.335000e-05,0
stencil_avx2,40,5,100,10,3,5.404400e-05,0
stencil_avx2,40,5,100,10,4,4.302400e-05,0
stencil_avx2,40,5,100,10,5,4.323300e-05,0
stencil_avx2,40,5,100,10,6,4.321700e-05,0
stencil_avx2,40,5,100,10,7,4.310400e-05,0
stencil_avx2,40,5,100,10,8,4.304700e-05,0
stencil_avx2,40,5,100,10,9,4.313000e-05,0
stencil_avx2,40,10,100,10,0,1.024940e-04,0
stencil_avx2,40,10,100,10,1,8.319400e-05,0
stencil_avx2,40,10,100,10,2,8.292100e-05,0
stencil_avx2,40,10,100,10,3,8.267200e-05,0
stencil_avx2,40,10,100,10,4,8.272900e-05,0
stencil_avx2,40,10,100,10,5,8.278100e-05,0
stencil_avx2,40,10,100,10,6,8.295800e-05,0
stencil_avx2,40,10,100,10,7,8.291800e-05,0
stencil_avx2,40,10,100,10,8,8.304900e-05,0
stencil_avx2,40,10,100,10,9,8.292900e-05,0
stencil_avx2,40,15,100,10,0,1.293820e-04,0
stencil_avx2,40,15,100,10,1,1.220130e-04,0
stencil_avx2,40,15,100,10,2,1.219550e-04,0
stencil_avx2,40,15,100,10,3,1.221320e-04,0
stencil_avx2,40,15,100,10,4,1.222060e-04,0
stencil_avx2,40,15,100,10,5,1.343890e-04,0
stencil_avx2,40,15,100,10,6,1.223370e-04,0
stencil_avx2,40,15,100,10,7,1.222630e-04,0
stencil_avx2,40,15,100,10,8,1.221180e-04,0
stencil_avx2,40,15,100,10,9,1.217500e-04,0
stencil_avx2,40,20,100,10,0,1.078380e-04,0
stencil_avx2,40,20,100,10,1,9.288200e-05,0
stencil_avx2,40,20,100,10,2,9.283200e-05,0
stencil_avx2,40,20,100,10,3,9.288700e-05,0
stencil_avx2,40,20,100,10,4,9.294300e-05,0
stencil_avx2,40,20,100,10,5,9.289600e-05,0
stencil_avx2,40,20,100,10,6,9.283900e-05,0
stencil_avx2,40,20,100,10,7,9.306800e-05,0
stencil_avx2,40,20,100,10,8,9.284900e-05,0
stencil_avx2,40,20,100,10,9,9.311400e-05,0
stencil_avx2,40,25,100,10,0,1.402790e-04,0
stencil_avx2,40,25,100,10,1,1.240010e-04,0
stencil_avx2,40,25,100,10,2,1.237190e-04,0
stencil_avx2,40,25,100,10,3,1.239660e-04,0
stencil_avx2,40,25,100,10,4,1.239200e-04,0
stencil_avx2,40,25,100,10,5,1.285930e-04,0
stencil_avx2,40,25,100,10,6,1.239420e-04,0
stencil_avx2,40,25,100,10,7,1.236830e-04,0
stencil_avx2,40,25,100,10,8,1.239660e-04,0
stencil_avx2,40,25,100,10,9,1.237630e-04,0
stencil_avx2,40,30,100,10,0,1.692860e-04,0
stencil_avx2,40,30,100,10,1,1.531120e-04,0
stencil_avx2,40,30,100,10,2,1.528010e-04,0
stencil_avx2,40,30,100,10,3,1.527580e-04,0
stencil_avx2,40,30,100,10,4,1.522670e-04,0
stencil_avx2,40,30,100,10,5,1.523630e-04,0
stencil_avx2,40,30,100,10,6,1.528380e-04,0
stencil_avx2,40,30,100,10,7,1.526580e-04,0
stencil_avx2,40,30,100,10,8,1.525290e-04,0
stencil_avx2,40,30,100,10,9,1.559740e-04,0
stencil_avx2,40,35,100,10,0,3.023400e-04,0
stencil_avx2,40,35,100,10,1,2.903940e-04,0
stencil_avx2,40,35,100,10,2,2.993300e-04,0
stencil_avx2,40,35,100,10,3,2.899190e-04,0
stencil_avx2,40,35,100,10,4,2.894160e-04,0
stencil_avx2,40,35,100,10,5,2.905160e-04,0
stencil_avx2,40,35,100,10,6,2.900650e-04,0
stencil_avx2,40,35,100,10,7,2.965930e-04,0
stencil_avx2,40,35,100,10,8,2.902590e-04,0
stencil_avx2,40,35,100,10,9,2.902480e-04,0
stencil_avx2,40,40,100,10,0,3.114220e-04,0
stencil_avx2,40,40,100,10,1,3.169620e-04,0
stencil_avx2,40,40,100,10,2,3.052920e-04,0
stencil_avx2,40,40,100,10,3,3.051390e-04,0
stencil_avx2,40,40,100,10,4,3.124000e-04,0
stencil_avx2,40,40,100,10,5,3.052710e-04,0
stencil_avx2,40,40,100,10,6,3.048470e-04,0
stencil_avx2,40,40,100,10,7,3.135720e-04,0
