kernel,mesh_width,mesh_height,nb_iterations,nb_repeat,rep,timing,check_status
stencil_avx2,15,100,100,10,2,2.690660e-04,0
stencil_avx2,15,100,100,10,3,2.683340e-04,0
stencil_avx2,15,100,100,10,4,2.683860e-04,0
stencil_avx2,15,100,100,10,5,2.734760e-04,0
stencil_avx2,15,100,100,10,6,2.684710e-04,0
stencil_avx2,15,100,100,10,7,2.723370e-04,0
stencil_avx2,15,100,100,10,8,2.685280e-04,0
stencil_avx2,15,100,100,10,9,2.718400e-04,0
stencil_avx2,15,1000,100,10,0,4.040430e-03,0
stencil_avx2,15,1000,100,10,1,3.747280e-03,0
stencil_avx2,15,1000,100,10,2,3.587622e-03,0
stencil_avx2,15,1000,100,10,3,3.510782e-03,0
stencil_avx2,15,1000,100,10,4,3.332239e-03,0
stencil_avx2,15,1000,100,10,5,3.164274e-03,0
stencil_avx2,15,1000,100,10,6,3.143509e-03,0
stencil_avx2,15,1000,100,10,7,3.000084e-03,0
stencil_avx2,15,1000,100,10,8,2.914437e-03,0
stencil_avx2,15,1000,100,10,9,2.856376e-03,0
stencil_avx2,15,2000,100,10,0,1.021705e-02,0
stencil_avx2,15,2000,100,10,1,8.837531e-03,0
stencil_avx2,15,2000,100,10,2,7.879488e-03,0
stencil_avx2,15,2000,100,10,3,7.327663e-03,0
stencil_avx2,15,2000,100,10,4,6.694742e-03,0
stencil_avx2,15,2000,100,10,5,6.230411e-03,0
stencil_avx2,15,2000,100,10,6,5.919470e-03,0
stencil_avx2,15,2000,100,10,7,5.649411e-03,0
stencil_avx2,15,2000,100,10,8,5.360643e-03,0
stencil_avx2,15,2000,100,10,9,5.105053e-03,0
stencil_avx2,20,5,100,10,0,7.710700e-05,0
stencil_avx2,20,5,100,10,1,6.825400e-05,0
stencil_avx2,20,5,100,10,2,6.810700e-05,0
stencil_avx2,20,5,100,10,3,6.820800e-05,0
stencil_avx2,20,5,100,10,4,6.819100e-05,0
stencil_avx2,20,5,100,10,5,6.813800e-05,0
stencil_avx2,20,5,100,10,6,6.825100e-05,0
stencil_avx2,20,5,100,10,7,6.806700e-05,0
stencil_avx2,20,5,100,10,8,6.814700e-05,0
stencil_avx2,20,5,100,10,9,6.890000e-05,0
stencil_avx2,20,10,100,10,0,7.808700e-05,0
stencil_avx2,20,10,100,10,1,4.780800e-05,0
stencil_avx2,20,10,100,10,2,4.778600e-05,0
stencil_avx2,20,10,100,10,3,4.765000e-05,0
stencil_avx2,20,10,100,10,4,4.774500e-05,0
stencil_avx2,20,10,100,10,5,4.770500e-05,0
stencil_avx2,20,10,100,10,6,4.774400e-05,0
stencil_avx2,20,10,100,10,7,4.770700e-05,0
stencil_avx2,20,10,100,10,8,4.770200e-05,0
stencil_avx2,20,10,100,10,9,4.777900e-05,0
stencil_avx2,20,15,100,10,0,1.239180e-04,0
stencil_avx2,20,15,100,10,1,1.263790e-04,0
stencil_avx2,20,15,100,10,2,1.148730e-04,0
stencil_avx2,20,15,100,10,3,1.149920e-04,0
stencil_avx2,20,15,100,10,4,1.148240e-04,0
stencil_avx2,20,15,100,10,5,1.201490e-04,0
stencil_avx2,20,15,100,10,6,1.148550e-04,0
stencil_avx2,20,15,100,10,7,1.148350e-04,0
stencil_avx2,20,15,100,10,8,1.148580e-04,0
stencil_avx2,20,15,100,10,9,1.148810e-04,0
stencil_avx2,20,20,100,10,0,1.814700e-04,0
stencil_avx2,20,20,100,10,1,1.590760e-04,0
stencil_avx2,20,20,100,10,2,1.426460e-04,0
stencil_avx2,20,20,100,10,3,1.495780e-04,0
stencil_avx2,20,20,100,10,4,1.427810e-04,0
stencil_avx2,20,20,100,10,5,1.426290e-04,0
stencil_avx2,20,20,100,10,6,1.424610e-04,0
stencil_avx2,20,20,100,10,7,1.426610e-04,0
stencil_avx2,20,20,100,10,8,1.424440e-04,0
stencil_avx2,20,20,100,10,9,1.427410e-04,0
stencil_avx2,20,25,100,10,0,1.330420e-04,0
stencil_avx2,20,25,100,10,1,1.152290e-04,0
stencil_avx2,20,25,100,10,2,1.156580e-04,0
stencil_avx2,20,25,100,10,3,1.149000e-04,0
stencil_avx2,20,25,100,10,4,1.147650e-04,0
stencil_avx2,20,25,100,10,5,1.156540e-04,0
stencil_avx2,20,25,100,10,6,1.153380e-04,0
stencil_avx2,20,25,100,10,7,1.149890e-04,0
stencil_avx2,20,25,100,10,8,1.181180e-04,0
stencil_avx2,20,25,100,10,9,1.155680e-04,0
stencil_avx2,20,30,100,10,0,1.278090e-04,0
stencil_avx2,20,30,100,10,1,1.130990e-04,0
stencil_avx2,20,30,100,10,2,1.131620e-04,0
stencil_avx2,20,30,100,10,3,1.131040e-04,0
stencil_avx2,20,30,100,10,4,1.129240e-04,0
stencil_avx2,20,30,100,10,5,1.131880e-04,0
stencil_avx2,20,30,100,10,6,1.128960e-04,0
stencil_avx2,20,30,100,10,7,1.129340e-04,0
stencil_avx2,20,30,100,10,8,1.130010e-04,0
stencil_avx2,20,30,100,10,9,1.130000e-04,0
stencil_avx2,20,35,100,10,0,2.520590e-04,0
stencil_avx2,20,35,100,10,1,2.518720e-04,0
stencil_avx2,20,35,100,10,2,2.441190e-04,0
stencil_avx2,20,35,100,10,3,2.487590e-04,0
stencil_avx2,20,35,100,10,4,2.437590e-04,0
stencil_avx2,20,35,100,10,5,2.492080e-04,0
stencil_avx2,20,35,100,10,6,2.434050e-04,0
stencil_avx2,20,35,100,10,7,2.432780e-04,0
stencil_avx2,20,35,100,10,8,2.428380e-04,0
stencil_avx2,20,35,100,10,9,2.604790e-04,0
stencil_avx2,20,40,100,10,0,2.502250e-04,0
stencil_avx2,20,40,100,10,1,2.319390e-04,0
stencil_avx2,20,40,100,10,2,2.321220e-04,0
stencil_avx2,20,40,100,10,3,2.319130e-04,0
stencil_avx2,20,40,100,10,4,2.318760e-04,0
stencil_avx2,20,40,100,10,5,2.321990e-04,0
stencil_avx2,20,40,100,10,6,2.317500e-04,0
stencil_avx2,20,40,100,10,7,2.317360e-04,0
stencil_avx2,20,40,100,10,8,2.319670e-04,0
stencil_avx2,20,40,100,10,9,2.325130e-04,0
stencil_avx2,20,45,100,10,0,2.471830e-04,0
stencil_avx2,20,45,100,10,1,2.497850e-04,0
stencil_avx2,20,45,100,10,2,2.397830e-04,0
stencil_avx2,20,45,100,10,3,2.396270e-04,0
stencil_avx2,20,45,100,10,4,2.391080e-04,0
stencil_avx2,20,45,100,10,5,2.392560e-04,0
stencil_avx2,20,45,100,10,6,2.397590e-04,0
stencil_avx2,20,45,100,10,7,2.395090e-04,0
stencil_avx2,20,45,100,10,8,2.396680e-04,0
stencil_avx2,20,45,100,10,9,2.397870e-04,0
stencil_avx2,20,50,100,10,0,2.699830e-04,0
stencil_avx2,20,50,100,10,1,2.608020e-04,0
stencil_avx2,20,50,100,10,2,2.603800e-04,0
stencil_avx2,20,50,100,10,3,2.639540e-04,0
stencil_avx2,20,50,100,10,4,2.600700e-04,0
stencil_avx2,20,50,100,10,5,2.691850e-04,0
stencil_avx2,20,50,100,10,6,2.595710e-04,0
stencil_avx2,20,50,100,10,7,2.653490e-04,0
stencil_avx2,20,50,100,10,8,2.601390e-04,0
stencil_avx2,20,50,100,10,9,2.600260e-04,0
stencil_avx2,20,100,100,10,0,5.262040e-04,0
stencil_avx2,20,100,100,10,1,5.097940e-04,0
stencil_avx2,20,100,100,10,2,5.098300e-04,0
