kernel,nb_partitions,mesh_width,mesh_height,nb_iterations,nb_repeat,rep,timing,check_status
stencil_starpu,2048,4096,4096,100,10,1,9.064948e+00,0
stencil_starpu,2048,4096,4096,100,10,2,1.081350e+01,0
stencil_starpu,2048,4096,4096,100,10,3,1.080420e+01,0
stencil_starpu,2048,4096,4096,100,10,4,1.135192e+01,0
stencil_starpu,2048,4096,4096,100,10,5,1.021244e+01,0
stencil_starpu,2048,4096,4096,100,10,6,9.784578e+00,0
stencil_starpu,2048,4096,4096,100,10,7,1.057026e+01,0
stencil_starpu,2048,4096,4096,100,10,8,1.141969e+01,0
stencil_starpu,2048,4096,4096,100,10,9,9.546190e+00,0
stencil_starpu,4094,4096,4096,100,10,0,1.722758e+01,0
stencil_starpu,4094,4096,4096,100,10,1,1.958007e+01,0
stencil_starpu,4094,4096,4096,100,10,2,1.955712e+01,0
stencil_starpu,4094,4096,4096,100,10,3,1.647565e+01,0
stencil_starpu,4094,4096,4096,100,10,4,2.155915e+01,0
stencil_starpu,4094,4096,4096,100,10,5,2.027591e+01,0
stencil_starpu,4094,4096,4096,100,10,6,1.965611e+01,0
stencil_starpu,4094,4096,4096,100,10,7,2.052276e+01,0
stencil_starpu,4094,4096,4096,100,10,8,1.726738e+01,0
stencil_starpu,4094,4096,4096,100,10,9,1.893696e+01,0
kernel,nb_partitions,mesh_width,mesh_height,nb_iterations,nb_repeat,rep,timing,check_status
stencil_starpu,23,512,512,100,10,0,3.262623e-01,0
stencil_starpu,23,512,512,100,10,1,2.013873e-01,0
stencil_starpu,23,512,512,100,10,2,2.086599e-01,0
stencil_starpu,23,512,512,100,10,3,2.111238e-01,0
stencil_starpu,23,512,512,100,10,4,2.053857e-01,0
stencil_starpu,23,512,512,100,10,5,2.115227e-01,0
stencil_starpu,23,512,512,100,10,6,2.034123e-01,0
stencil_starpu,23,512,512,100,10,7,2.170222e-01,0
stencil_starpu,23,512,512,100,10,8,2.148930e-01,0
stencil_starpu,23,512,512,100,10,9,1.995731e-01,0
stencil_starpu,24,512,512,100,10,0,2.218436e-01,0
stencil_starpu,24,512,512,100,10,1,2.134003e-01,0
stencil_starpu,24,512,512,100,10,2,2.062278e-01,0
stencil_starpu,24,512,512,100,10,3,2.293442e-01,0
stencil_starpu,24,512,512,100,10,4,2.292197e-01,0
stencil_starpu,24,512,512,100,10,5,2.152563e-01,0
stencil_starpu,24,512,512,100,10,6,1.931281e-01,0
stencil_starpu,24,512,512,100,10,7,2.226630e-01,0
stencil_starpu,24,512,512,100,10,8,2.307834e-01,0
stencil_starpu,24,512,512,100,10,9,2.089520e-01,0
stencil_starpu,25,512,512,100,10,0,2.317522e-01,0
stencil_starpu,25,512,512,100,10,1,2.080910e-01,0
stencil_starpu,25,512,512,100,10,2,2.131820e-01,0
stencil_starpu,25,512,512,100,10,3,2.150298e-01,0
stencil_starpu,25,512,512,100,10,4,2.178569e-01,0
stencil_starpu,25,512,512,100,10,5,1.941854e-01,0
stencil_starpu,25,512,512,100,10,6,1.959299e-01,0
stencil_starpu,25,512,512,100,10,7,2.243020e-01,0
stencil_starpu,25,512,512,100,10,8,2.228141e-01,0
stencil_starpu,25,512,512,100,10,9,2.189850e-01,0
stencil_starpu,23,1024,1024,100,10,0,2.473867e-01,0
stencil_starpu,23,1024,1024,100,10,1,2.246871e-01,0
stencil_starpu,23,1024,1024,100,10,2,2.281864e-01,0
stencil_starpu,23,1024,1024,100,10,3,2.236609e-01,0
stencil_starpu,23,1024,1024,100,10,4,2.273517e-01,0
stencil_starpu,23,1024,1024,100,10,5,2.250502e-01,0
stencil_starpu,23,1024,1024,100,10,6,1.709706e-01,0
stencil_starpu,23,1024,1024,100,10,7,2.366430e-01,0
stencil_starpu,23,1024,1024,100,10,8,2.419510e-01,0
stencil_starpu,23,1024,1024,100,10,9,2.401751e-01,0
stencil_starpu,24,1024,1024,100,10,0,2.339776e-01,0
stencil_starpu,24,1024,1024,100,10,1,2.444104e-01,0
stencil_starpu,24,1024,1024,100,10,2,1.958589e-01,0
stencil_starpu,24,1024,1024,100,10,3,2.337833e-01,0
stencil_starpu,24,1024,1024,100,10,4,1.876205e-01,0
stencil_starpu,24,1024,1024,100,10,5,1.788714e-01,0
stencil_starpu,24,1024,1024,100,10,6,2.180561e-01,0
stencil_starpu,24,1024,1024,100,10,7,2.460333e-01,0
stencil_starpu,24,1024,1024,100,10,8,2.011320e-01,0
stencil_starpu,24,1024,1024,100,10,9,2.389790e-01,0
stencil_starpu,25,1024,1024,100,10,0,1.959786e-01,0
stencil_starpu,25,1024,1024,100,10,1,2.415372e-01,0
stencil_starpu,25,1024,1024,100,10,2,1.876217e-01,0
stencil_starpu,25,1024,1024,100,10,3,2.317134e-01,0
stencil_starpu,25,1024,1024,100,10,4,2.402648e-01,0
stencil_starpu,25,1024,1024,100,10,5,2.322626e-01,0
stencil_starpu,25,1024,1024,100,10,6,2.006398e-01,0
stencil_starpu,25,1024,1024,100,10,7,1.886603e-01,0
stencil_starpu,25,1024,1024,100,10,8,2.707383e-01,0
stencil_starpu,25,1024,1024,100,10,9,2.590169e-01,0
stencil_starpu,23,2048,2048,100,10,0,3.026477e-01,0
stencil_starpu,23,2048,2048,100,10,1,2.756663e-01,0
stencil_starpu,23,2048,2048,100,10,2,2.893161e-01,0
stencil_starpu,23,2048,2048,100,10,3,2.868789e-01,0
stencil_starpu,23,2048,2048,100,10,4,2.861980e-01,0
stencil_starpu,23,2048,2048,100,10,5,2.986145e-01,0
stencil_starpu,23,2048,2048,100,10,6,2.581716e-01,0
stencil_starpu,23,2048,2048,100,10,7,2.837671e-01,0
stencil_starpu,23,2048,2048,100,10,8,3.176301e-01,0
stencil_starpu,23,2048,2048,100,10,9,2.643343e-01,0
stencil_starpu,24,2048,2048,100,10,0,2.958308e-01,0
stencil_starpu,24,2048,2048,100,10,1,2.974619e-01,0
stencil_starpu,24,2048,2048,100,10,2,2.958897e-01,0
stencil_starpu,24,2048,2048,100,10,3,2.433779e-01,0
stencil_starpu,24,2048,2048,100,10,4,2.646749e-01,0
stencil_starpu,24,2048,2048,100,10,5,3.052908e-01,0
stencil_starpu,24,2048,2048,100,10,6,3.044297e-01,0
stencil_starpu,24,2048,2048,100,10,7,3.026755e-01,0
stencil_starpu,24,2048,2048,100,10,8,3.160715e-01,0
stencil_starpu,24,2048,2048,100,10,9,2.545777e-01,0
stencil_starpu,25,2048,2048,100,10,0,3.519028e-01,0
stencil_starpu,25,2048,2048,100,10,1,2.820918e-01,0
stencil_starpu,25,2048,2048,100,10,2,2.773410e-01,0
stencil_starpu,25,2048,2048,100,10,3,2.943080e-01,0
stencil_starpu,25,2048,2048,100,10,4,3.215634e-01,0
stencil_starpu,25,2048,2048,100,10,5,3.349489e-01,0
stencil_starpu,25,2048,2048,100,10,6,3.327008e-01,0
stencil_starpu,25,2048,2048,100,10,7,3.323240e-01,0
stencil_starpu,25,2048,2048,100,10,8,3.492280e-01,0
stencil_starpu,25,2048,2048,100,10,9,2.837096e-01,0
stencil_starpu,23,4096,4096,100,10,0,1.209338e+00,0
stencil_starpu,23,4096,4096,100,10,1,9.053619e-01,0
stencil_starpu,23,4096,4096,100,10,2,1.219919e+00,0
stencil_starpu,23,4096,4096,100,10,3,1.212151e+00,0
stencil_starpu,23,4096,4096,100,10,4,1.210588e+00,0
stencil_starpu,23,4096,4096,100,10,5,1.211215e+00,0
stencil_starpu,23,4096,4096,100,10,6,1.228101e+00,0
stencil_starpu,23,4096,4096,100,10,7,1.215313e+00,0
stencil_starpu,23,4096,4096,100,10,8,1.121839e+00,0
stencil_starpu,23,4096,4096,100,10,9,1.177632e+00,0
stencil_starpu,24,4096,4096,100,10,0,9.126257e-01,0
stencil_starpu,24,4096,4096,100,10,1,1.182746e+00,0
stencil_starpu,24,4096,4096,100,10,2,8.739258e-01,0
stencil_starpu,24,4096,4096,100,10,3,9.008511e-01,0
stencil_starpu,24,4096,4096,100,10,4,1.148540e+00,0
stencil_starpu,24,4096,4096,100,10,5,9.168502e-01,0
stencil_starpu,24,4096,4096,100,10,6,8.957935e-01,0
stencil_starpu,24,4096,4096,100,10,7,8.967350e-01,0
stencil_starpu,24,4096,4096,100,10,8,1.198874e+00,0
stencil_starpu,24,4096,4096,100,10,9,1.193394e+00,0
stencil_starpu,25,4096,4096,100,10,0,9.708395e-01,0
stencil_starpu,25,4096,4096,100,10,1,1.203592e+00,0
stencil_starpu,25,4096,4096,100,10,2,1.195316e+00,0
stencil_starpu,25,4096,4096,100,10,3,1.204706e+00,0
stencil_starpu,25,4096,4096,100,10,4,1.193841e+00,0
stencil_starpu,25,4096,4096,100,10,5,1.193783e+00,0
stencil_starpu,25,4096,4096,100,10,6,1.201989e+00,0
stencil_starpu,25,4096,4096,100,10,7,1.163386e+00,0
stencil_starpu,25,4096,4096,100,10,8,1.190944e+00,0
stencil_starpu,25,4096,4096,100,10,9,1.200456e+00,0
kernel,nb_partitions,mesh_width,mesh_height,nb_iterations,nb_repeat,rep,timing,check_status
stencil_starpu,510,512,512,100,10,0,3.145824e+00,0
stencil_starpu,510,512,512,100,10,1,2.716821e+00,0
stencil_starpu,510,512,512,100,10,2,2.762483e+00,0
stencil_starpu,510,512,512,100,10,3,2.166462e+00,0
stencil_starpu,510,512,512,100,10,4,2.711061e+00,0
stencil_starpu,510,512,512,100,10,5,2.547356e+00,0
stencil_starpu,510,512,512,100,10,6,2.804240e+00,0
stencil_starpu,510,512,512,100,10,7,2.796037e+00,0
stencil_starpu,510,512,512,100,10,8,2.700014e+00,0
stencil_starpu,510,512,512,100,10,9,2.624626e+00,0
stencil_starpu,510,1024,1024,100,10,0,2.582881e+00,0
stencil_starpu,510,1024,1024,100,10,1,2.709953e+00,0
stencil_starpu,510,1024,1024,100,10,2,2.465249e+00,0
stencil_starpu,510,1024,1024,100,10,3,2.673510e+00,0
stencil_starpu,510,1024,1024,100,10,4,2.664700e+00,0
stencil_starpu,510,1024,1024,100,10,5,2.836772e+00,0
stencil_starpu,510,1024,1024,100,10,6,2.543383e+00,0
stencil_starpu,510,1024,1024,100,10,7,2.853162e+00,0
stencil_starpu,510,1024,1024,100,10,8,2.686602e+00,0
stencil_starpu,510,1024,1024,100,10,9,2.730871e+00,0
stencil_starpu,1022,1024,1024,100,10,0,5.761290e+00,0
stencil_starpu,1022,1024,1024,100,10,1,4.989357e+00,0
stencil_starpu,1022,1024,1024,100,10,2,5.160309e+00,0
stencil_starpu,1022,1024,1024,100,10,3,4.550863e+00,0
stencil_starpu,1022,1024,1024,100,10,4,5.418636e+00,0
stencil_starpu,1022,1024,1024,100,10,5,4.591422e+00,0
stencil_starpu,1022,1024,1024,100,10,6,4.410392e+00,0
stencil_starpu,1022,1024,1024,100,10,7,4.947295e+00,0
stencil_starpu,1022,1024,1024,100,10,8,4.768962e+00,0
stencil_starpu,1022,1024,1024,100,10,9,4.545791e+00,0
stencil_starpu,510,2048,2048,100,10,0,2.477401e+00,0
stencil_starpu,510,2048,2048,100,10,1,2.521452e+00,0
stencil_starpu,510,2048,2048,100,10,2,2.357004e+00,0
stencil_starpu,510,2048,2048,100,10,3,2.670227e+00,0
stencil_starpu,510,2048,2048,100,10,4,2.809334e+00,0
stencil_starpu,510,2048,2048,100,10,5,2.933681e+00,0
stencil_starpu,510,2048,2048,100,10,6,2.757035e+00,0
stencil_starpu,510,2048,2048,100,10,7,2.415784e+00,0
stencil_starpu,510,2048,2048,100,10,8,2.805017e+00,0
stencil_starpu,510,2048,2048,100,10,9,2.263547e+00,0
stencil_starpu,1022,2048,2048,100,10,0,5.491817e+00,0
stencil_starpu,1022,2048,2048,100,10,1,4.556539e+00,0
stencil_starpu,1022,2048,2048,100,10,2,4.672552e+00,0
stencil_starpu,1022,2048,2048,100,10,3,5.160930e+00,0
stencil_starpu,1022,2048,2048,100,10,4,4.382269e+00,0
stencil_starpu,1022,2048,2048,100,10,5,4.908636e+00,0
stencil_starpu,1022,2048,2048,100,10,6,5.120538e+00,0
stencil_starpu,1022,2048,2048,100,10,7,4.008053e+00,0
stencil_starpu,1022,2048,2048,100,10,8,5.909324e+00,0
stencil_starpu,1022,2048,2048,100,10,9,5.506554e+00,0
stencil_starpu,2046,2048,2048,100,10,0,8.315524e+00,0
stencil_starpu,2046,2048,2048,100,10,1,8.944101e+00,0
stencil_starpu,2046,2048,2048,100,10,2,9.083912e+00,0
stencil_starpu,2046,2048,2048,100,10,3,1.044048e+01,0
stencil_starpu,2046,2048,2048,100,10,4,1.037484e+01,0
stencil_starpu,2046,2048,2048,100,10,5,9.381414e+00,0
stencil_starpu,2046,2048,2048,100,10,6,1.038940e+01,0
stencil_starpu,2046,2048,2048,100,10,7,1.094491e+01,0
stencil_starpu,2046,2048,2048,100,10,8,1.033102e+01,0
stencil_starpu,2046,2048,2048,100,10,9,9.429068e+00,0
stencil_starpu,510,4096,4096,100,10,0,2.772244e+00,0
stencil_starpu,510,4096,4096,100,10,1,2.559222e+00,0
stencil_starpu,510,4096,4096,100,10,2,3.065003e+00,0
stencil_starpu,510,4096,4096,100,10,3,3.535679e+00,0
stencil_starpu,510,4096,4096,100,10,4,3.386961e+00,0
stencil_starpu,510,4096,4096,100,10,5,3.566172e+00,0
stencil_starpu,510,4096,4096,100,10,6,3.543969e+00,0
stencil_starpu,510,4096,4096,100,10,7,3.494851e+00,0
stencil_starpu,510,4096,4096,100,10,8,3.174169e+00,0
stencil_starpu,510,4096,4096,100,10,9,3.479648e+00,0
stencil_starpu,1022,4096,4096,100,10,0,5.828576e+00,0
stencil_starpu,1022,4096,4096,100,10,1,5.326775e+00,0
stencil_starpu,1022,4096,4096,100,10,2,5.689965e+00,0
stencil_starpu,1022,4096,4096,100,10,3,5.593077e+00,0
stencil_starpu,1022,4096,4096,100,10,4,5.498960e+00,0
stencil_starpu,1022,4096,4096,100,10,5,5.193929e+00,0
stencil_starpu,1022,4096,4096,100,10,6,5.628941e+00,0
stencil_starpu,1022,4096,4096,100,10,7,5.374588e+00,0
stencil_starpu,1022,4096,4096,100,10,8,5.353299e+00,0
stencil_starpu,1022,4096,4096,100,10,9,4.441120e+00,0
stencil_starpu,2046,4096,4096,100,10,0,8.667355e+00,0
stencil_starpu,2046,4096,4096,100,10,1,9.336560e+00,0
stencil_starpu,2046,4096,4096,100,10,2,1.098256e+01,0
stencil_starpu,2046,4096,4096,100,10,3,1.016482e+01,0
stencil_starpu,2046,4096,4096,100,10,4,9.317347e+00,0
stencil_starpu,2046,4096,4096,100,10,5,7.865707e+00,0
stencil_starpu,2046,4096,4096,100,10,6,7.987665e+00,0
stencil_starpu,2046,4096,4096,100,10,7,7.792693e+00,0
stencil_starpu,2046,4096,4096,100,10,8,8.863301e+00,0
stencil_starpu,2046,4096,4096,100,10,9,1.118928e+01,0
