kernel,array_len,nb_bins,nb_repeat,rep,timing,check_status
histogram_cuda,32768,4096,10,4,1.257660e-04,0
histogram_cuda,32768,4096,10,5,1.198100e-04,0
histogram_cuda,32768,4096,10,6,1.240730e-04,0
histogram_cuda,32768,4096,10,7,1.202730e-04,0
histogram_cuda,32768,4096,10,8,2.169560e-04,0
histogram_cuda,32768,4096,10,9,1.362670e-04,0
histogram_cuda,32768,8192,10,0,6.963700e-02,0
histogram_cuda,32768,8192,10,1,2.557660e-04,0
histogram_cuda,32768,8192,10,2,1.570980e-04,0
histogram_cuda,32768,8192,10,3,6.708430e-04,0
histogram_cuda,32768,8192,10,4,1.656010e-04,0
histogram_cuda,32768,8192,10,5,2.205090e-04,0
histogram_cuda,32768,8192,10,6,1.417100e-04,0
histogram_cuda,32768,8192,10,7,2.807240e-04,0
histogram_cuda,32768,8192,10,8,1.627590e-04,0
histogram_cuda,32768,8192,10,9,2.573130e-04,0
histogram_cuda,32768,16384,10,0,7.079280e-02,1
histogram_cuda,32768,16384,10,1,2.336840e-04,1
histogram_cuda,32768,16384,10,2,2.393410e-04,1
histogram_cuda,32768,16384,10,3,2.369600e-04,1
histogram_cuda,32768,16384,10,4,2.383620e-04,1
histogram_cuda,32768,16384,10,5,1.992570e-04,1
histogram_cuda,32768,16384,10,6,2.238360e-04,1
histogram_cuda,32768,16384,10,7,2.182450e-04,1
histogram_cuda,32768,16384,10,8,2.370820e-04,1
histogram_cuda,32768,16384,10,9,1.765960e-04,1
histogram_cuda,32768,32768,10,0,6.812475e-02,1
histogram_cuda,32768,32768,10,1,2.893150e-04,1
histogram_cuda,32768,32768,10,2,2.826170e-04,1
histogram_cuda,32768,32768,10,3,2.884110e-04,1
histogram_cuda,32768,32768,10,4,3.007120e-04,1
histogram_cuda,32768,32768,10,5,2.989200e-04,1
histogram_cuda,32768,32768,10,6,2.983050e-04,1
histogram_cuda,32768,32768,10,7,2.894110e-04,1
histogram_cuda,32768,32768,10,8,2.835440e-04,1
histogram_cuda,32768,32768,10,9,2.904200e-04,1
histogram_cuda,32768,65536,10,0,6.848072e-02,1
histogram_cuda,32768,65536,10,1,4.004580e-04,1
histogram_cuda,32768,65536,10,2,3.904590e-04,1
histogram_cuda,32768,65536,10,3,3.968590e-04,1
histogram_cuda,32768,65536,10,4,4.183650e-04,1
histogram_cuda,32768,65536,10,5,3.987420e-04,1
histogram_cuda,32768,65536,10,6,3.999590e-04,1
histogram_cuda,32768,65536,10,7,3.875300e-04,1
histogram_cuda,32768,65536,10,8,4.056570e-04,1
histogram_cuda,32768,65536,10,9,3.963900e-04,1
histogram_cuda,32768,131072,10,0,7.493951e-02,1
histogram_cuda,32768,131072,10,1,5.892430e-04,1
histogram_cuda,32768,131072,10,2,5.901350e-04,1
histogram_cuda,32768,131072,10,3,5.942280e-04,1
histogram_cuda,32768,131072,10,4,5.898200e-04,1
histogram_cuda,32768,131072,10,5,5.905570e-04,1
histogram_cuda,32768,131072,10,6,5.971330e-04,1
histogram_cuda,32768,131072,10,7,6.099940e-04,1
histogram_cuda,32768,131072,10,8,5.958330e-04,1
histogram_cuda,32768,131072,10,9,6.010180e-04,1
histogram_cuda,65536,4096,10,0,7.481588e-02,0
histogram_cuda,65536,4096,10,1,1.714190e-04,0
histogram_cuda,65536,4096,10,2,1.595350e-04,0
histogram_cuda,65536,4096,10,3,2.881900e-04,0
histogram_cuda,65536,4096,10,4,1.520630e-04,0
histogram_cuda,65536,4096,10,5,2.337100e-04,0
histogram_cuda,65536,4096,10,6,1.557520e-04,0
histogram_cuda,65536,4096,10,7,2.738420e-04,0
histogram_cuda,65536,4096,10,8,2.290290e-04,0
histogram_cuda,65536,4096,10,9,1.513130e-04,0
histogram_cuda,65536,8192,10,0,6.826717e-02,0
histogram_cuda,65536,8192,10,1,2.738380e-04,0
histogram_cuda,65536,8192,10,2,3.417730e-04,0
histogram_cuda,65536,8192,10,3,1.808660e-04,0
histogram_cuda,65536,8192,10,4,3.214450e-04,0
histogram_cuda,65536,8192,10,5,2.721650e-04,0
histogram_cuda,65536,8192,10,6,3.407560e-04,0
histogram_cuda,65536,8192,10,7,3.203190e-04,0
histogram_cuda,65536,8192,10,8,2.879660e-04,0
histogram_cuda,65536,8192,10,9,3.376210e-04,0
histogram_cuda,65536,16384,10,0,7.528416e-02,1
histogram_cuda,65536,16384,10,1,2.403800e-04,1
histogram_cuda,65536,16384,10,2,2.500930e-04,1
histogram_cuda,65536,16384,10,3,2.580920e-04,1
histogram_cuda,65536,16384,10,4,2.521740e-04,1
histogram_cuda,65536,16384,10,5,2.544850e-04,1
histogram_cuda,65536,16384,10,6,2.439190e-04,1
histogram_cuda,65536,16384,10,7,2.503760e-04,1
histogram_cuda,65536,16384,10,8,2.345210e-04,1
histogram_cuda,65536,16384,10,9,2.490710e-04,1
histogram_cuda,65536,32768,10,0,7.644626e-02,1
histogram_cuda,65536,32768,10,1,3.135820e-04,1
histogram_cuda,65536,32768,10,2,3.072580e-04,1
histogram_cuda,65536,32768,10,3,3.115060e-04,1
histogram_cuda,65536,32768,10,4,3.024930e-04,1
histogram_cuda,65536,32768,10,5,2.946020e-04,1
histogram_cuda,65536,32768,10,6,2.950520e-04,1
histogram_cuda,65536,32768,10,7,2.942220e-04,1
histogram_cuda,65536,32768,10,8,3.048560e-04,1
histogram_cuda,65536,32768,10,9,3.064750e-04,1
histogram_cuda,65536,65536,10,0,6.918143e-02,1
histogram_cuda,65536,65536,10,1,4.074560e-04,1
histogram_cuda,65536,65536,10,2,4.009480e-04,1
histogram_cuda,65536,65536,10,3,4.074260e-04,1
histogram_cuda,65536,65536,10,4,3.983370e-04,1
histogram_cuda,65536,65536,10,5,4.170220e-04,1
histogram_cuda,65536,65536,10,6,4.061580e-04,1
histogram_cuda,65536,65536,10,7,3.965200e-04,1
histogram_cuda,65536,65536,10,8,4.018600e-04,1
histogram_cuda,65536,65536,10,9,4.103700e-04,1
histogram_cuda,65536,131072,10,0,7.781335e-02,1
histogram_cuda,65536,131072,10,1,5.980080e-04,1
histogram_cuda,65536,131072,10,2,6.016510e-04,1
histogram_cuda,65536,131072,10,3,6.046540e-04,1
histogram_cuda,65536,131072,10,4,6.049250e-04,1
histogram_cuda,65536,131072,10,5,5.906300e-04,1
histogram_cuda,65536,131072,10,6,5.916090e-04,1
histogram_cuda,65536,131072,10,7,6.042690e-04,1
histogram_cuda,65536,131072,10,8,5.902890e-04,1
histogram_cuda,65536,131072,10,9,5.910760e-04,1
histogram_cuda,131072,4096,10,0,7.936833e-02,0
histogram_cuda,131072,4096,10,1,3.029730e-04,0
histogram_cuda,131072,4096,10,2,3.501100e-04,0
histogram_cuda,131072,4096,10,3,2.814870e-04,0
histogram_cuda,131072,4096,10,4,2.825170e-04,0
histogram_cuda,131072,4096,10,5,3.645910e-04,0
histogram_cuda,131072,4096,10,6,2.626760e-04,0
histogram_cuda,131072,4096,10,7,3.411190e-04,0
histogram_cuda,131072,4096,10,8,3.643670e-04,0
histogram_cuda,131072,4096,10,9,3.522680e-04,0
histogram_cuda,131072,8192,10,0,7.449779e-02,0
histogram_cuda,131072,8192,10,1,3.999560e-04,0
histogram_cuda,131072,8192,10,2,3.925760e-04,0
histogram_cuda,131072,8192,10,3,3.972620e-04,0
histogram_cuda,131072,8192,10,4,3.181610e-04,0
histogram_cuda,131072,8192,10,5,3.971460e-04,0
histogram_cuda,131072,8192,10,6,3.879780e-04,0
histogram_cuda,131072,8192,10,7,4.074980e-04,0
histogram_cuda,131072,8192,10,8,3.760160e-04,0
histogram_cuda,131072,8192,10,9,3.773200e-04,0
histogram_cuda,131072,16384,10,0,6.791577e-02,1
histogram_cuda,131072,16384,10,1,2.812720e-04,1
histogram_cuda,131072,16384,10,2,2.794580e-04,1
histogram_cuda,131072,16384,10,3,2.632910e-04,1
histogram_cuda,131072,16384,10,4,2.676060e-04,1
histogram_cuda,131072,16384,10,5,2.685270e-04,1
histogram_cuda,131072,16384,10,6,2.754890e-04,1
histogram_cuda,131072,16384,10,7,2.645550e-04,1
histogram_cuda,131072,16384,10,8,2.672220e-04,1
histogram_cuda,131072,16384,10,9,2.806520e-04,1
histogram_cuda,131072,32768,10,0,7.547715e-02,1
histogram_cuda,131072,32768,10,1,3.288840e-04,1
histogram_cuda,131072,32768,10,2,3.218860e-04,1
histogram_cuda,131072,32768,10,3,3.322620e-04,1
histogram_cuda,131072,32768,10,4,3.341950e-04,1
histogram_cuda,131072,32768,10,5,3.193480e-04,1
histogram_cuda,131072,32768,10,6,3.274650e-04,1
histogram_cuda,131072,32768,10,7,3.282330e-04,1
histogram_cuda,131072,32768,10,8,3.170850e-04,1
histogram_cuda,131072,32768,10,9,3.175290e-04,1
histogram_cuda,131072,65536,10,0,6.964290e-02,1
histogram_cuda,131072,65536,10,1,4.328480e-04,1
histogram_cuda,131072,65536,10,2,4.147740e-04,1
histogram_cuda,131072,65536,10,3,4.320660e-04,1
histogram_cuda,131072,65536,10,4,4.288000e-04,1
histogram_cuda,131072,65536,10,5,4.217610e-04,1
histogram_cuda,131072,65536,10,6,4.184850e-04,1
histogram_cuda,131072,65536,10,7,4.171280e-04,1
histogram_cuda,131072,65536,10,8,4.177170e-04,1
histogram_cuda,131072,65536,10,9,4.169670e-04,1
histogram_cuda,131072,131072,10,0,7.036966e-02,1
histogram_cuda,131072,131072,10,1,1.072259e-02,1
histogram_cuda,131072,131072,10,2,1.025861e-02,1
histogram_cuda,131072,131072,10,3,2.423459e-03,1
histogram_cuda,131072,131072,10,4,5.444155e-03,1
histogram_cuda,131072,131072,10,5,5.420668e-03,1
histogram_cuda,131072,131072,10,6,1.097928e-02,1
histogram_cuda,131072,131072,10,7,1.286324e-02,1
histogram_cuda,131072,131072,10,8,1.662851e-02,1
histogram_cuda,131072,131072,10,9,1.307075e-02,1
